,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
737,1238,Gorakhpur - Mumbai CSMT Summer Special Fare Special,COVR,CR,Dest Changed.,Apr 26,Apr 26,GKP,05:00,CSMT,16:30,35h 30m,13,  M          ,2S SL 3A 2A,1840 km,52 km/hr,1237,[],"['Gorakhpur 273012, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Banda(05192-224813), Uttar Pradesh', 'Satna, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Pin- 422214, Maharashtra', 'Pin- 422403, Maharashtra', 'Kalyan-421301, Maharashtra', 'Dadar(West)-400028, Maharashtra', 'Mumbai- 400001, Maharashtra']","Mon Apr 26, 2021","Tue Apr 27, 2021"
738,1240,Gorakhpur - Mumbai LTT Summer Special Fare Special,COVR,CR,No TT Change,Apr 30,Apr 30,GKP,04:00,LTT,13:30,33h 30m,11,          F  ,2S SL,1676 km,50 km/hr,1239,[],"['Gorakhpur 273012, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'PIN - 470113, Madhya Pradesh', '462001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Pin- 422214, Maharashtra', 'Kalyan-421301, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']","Fri Apr 30, 2021","Sat May 01, 2021"
739,1239,Mumbai LTT - Gorakhpur Summer Special Fare Special,COVR,CR,No TT Change,Apr 28,Apr 28,LTT,14:30,GKP,23:20,32h 50m,11,      W      ,2S SL,1676 km,51 km/hr,1240,[],"['Kurla (East) Mumbai 400089, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Bhusaval 425201, Maharashtra', 'District Hoshangabad, Madhya Pradesh', '462001, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh']","Wed Apr 28, 2021","Thu Apr 29, 2021"
740,1472,Danapur - Pune SF Special,COVR,CR,No TT Change,Apr 29,Apr 29,DNR,05:00,PUNE,11:35,30h 35m,9,        T    ,2S SL 3A 2A,1748 km,57 km/hr,1471,[],"['Pin - 801105, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Prayagraj, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Manmad 423104, Maharashtra', 'Ahmednagar 414001, Maharashtra', 'Daund - 413801, Maharashtra', 'Pune 411001, Maharashtra']","Thu Apr 29, 2021","Fri Apr 30, 2021"
741,1470,Bhagalpur - Pune Summer Special (Via Daund Chord Line),COVR,CR,No TT Change,Apr 29,Apr 29,BGP,22:00,PUNE,11:35,37h 35m,13,        T    ,2S SL,1979 km,53 km/hr,1469,[],"['Pin Code - 812002, Bihar', 'Dist:Munger, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', '0631-2220283, Bihar', '06184-222051, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Prayagraj, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Manmad 423104, Maharashtra', 'Ahmednagar 414001, Maharashtra', 'Daund - 413801, Maharashtra', 'Pune 411001, Maharashtra']","Thu Apr 29, 2021","Sat May 01, 2021"
742,07603-Slip,Kacheguda - SSS Hubballi Festival Special,COVR,SCR,No TT Change,Apr 24,,KCG,21:05,UBL,11:20,14h 15m,13,  M     T   S,2S SL 3A,617 km,43 km/hr,07226-Slip,[],"['Tel- 040-27568624, Telangana', 'Pin- 509216, Telangana', 'Pin- 509001, Telangana', 'Pin- 509125, Telangana', 'Kurnool 518004 Ph 08518-220110, Andhra Pradesh', 'Pincode-518222, Andhra Pradesh', ', Andhra Pradesh', 'Ballari - 583101, Karnataka', 'Ballari Dist., Karnataka', 'Vijayanagara District, Karnataka', 'Koppal Dist.-583234, Karnataka', 'Koppal, Karnataka', 'Gadag-582101, Karnataka', 'Dist. Dharwad, Karnataka', 'Tel: 0836 - 2266702, Karnataka']","Sat Apr 24, 2021",NaN
743,5191,Gorakhpur - Panvel Special,COVR,NER,No TT Change,Apr 24,Apr 28,GKP,19:00,PNVL,04:20,33h 20m,14,      W     S,2S SL 3A,1680 km,50 km/hr,5192,[],"['Gorakhpur 273012, Uttar Pradesh', 'Khalilabad- 272175, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Distt Jalaun (05162-252206), Uttar Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'PIN - 470113, Madhya Pradesh', '462001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Khandwa PIN 450001, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Pin- 422214, Maharashtra', 'Kalyan-421301, Maharashtra', 'Panvel, Maharashtra']","Sat Apr 24, 2021","Fri Apr 30, 2021"
744,5192,Panvel - Gorakhpur Special,COVR,NER,No TT Change,Apr 26,Apr 30,PNVL,11:10,GKP,17:00,29h 50m,14,  M       F  ,2S SL CC,1680 km,56 km/hr,5191,[],"['Panvel, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Khandwa PIN 450001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', '462001, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Distt Jalaun (05162-252206), Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Khalilabad- 272175, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh']","Mon Apr 26, 2021","Sat May 01, 2021"
745,1236,Raxaul - Mumbai LTT Summer Special Fare Special (Via Gorakhpur),COVR,CR,No TT Change,Apr 30,Apr 30,RXL,14:00,LTT,17:00,51h 0m,19,          F  ,2S,2110 km,41 km/hr,1235,[],"['East Champaran, Bihar', '845438, Bihar', 'West Champaran, Bihar', 'Uttar Pradesh 274801, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'PIN 282003, Uttar Pradesh', 'Bayana, Rajasthan', 'Sawai Madhopur, Rajasthan', 'Kota-324001, Rajasthan', 'PIN 457001, Madhya Pradesh', 'Vadodara 390005, Gujarat', 'Surat 395001, Gujarat', 'Vasai 401202, Maharashtra', 'Dist-Thane 421302, Maharashtra', 'Thane(East)-400603, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']","Fri Apr 30, 2021","Sun May 02, 2021"
746,1469,Pune - Bhagalpur Summer Special (Via Daund Chord Line),COVR,CR,No TT Change,Apr 28,Apr 28,PUNE,06:10,BGP,18:40,36h 30m,13,      W      ,2S SL,1979 km,54 km/hr,1470,[],"['Pune 411001, Maharashtra', 'Daund - 413801, Maharashtra', 'Ahmednagar 414001, Maharashtra', 'Manmad 423104, Maharashtra', 'Bhusaval 425201, Maharashtra', 'District Hoshangabad, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Satna, Madhya Pradesh', 'Prayagraj, Uttar Pradesh', 'Distt. - Chandauli, Uttar Pradesh', '06184-222051, Bihar', '0631-2220283, Bihar', 'Phone no. 06346-232028 ; Dist. Lakhisarai, Bihar', 'Dist:Munger, Bihar', 'Pin Code - 812002, Bihar']","Wed Apr 28, 2021","Thu Apr 29, 2021"
747,1471,Pune - Danapur SF Special,COVR,CR,No TT Change,Apr 27,Apr 27,PUNE,17:40,DNR,00:40,31h 0m,9,    T        ,2S SL 3A 2A,1748 km,56 km/hr,1472,[],"['Pune 411001, Maharashtra', 'Daund - 413801, Maharashtra', 'Ahmednagar 414001, Maharashtra', 'Manmad 423104, Maharashtra', 'Bhusaval 425201, Maharashtra', 'District Hoshangabad, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Satna, Madhya Pradesh', 'Prayagraj, Uttar Pradesh', 'Distt. - Chandauli, Uttar Pradesh', 'Pin - 801105, Bihar']","Tue Apr 27, 2021","Thu Apr 29, 2021"
748,1235,Mumbai LTT - Raxaul Summer Special Fare Special (Via Gorakhpur),COVR,CR,No TT Change,Apr 27,Apr 27,LTT,21:15,RXL,23:45,50h 30m,19,    T        ,2S,2110 km,42 km/hr,1236,[],"['Kurla (East) Mumbai 400089, Maharashtra', 'Thane(East)-400603, Maharashtra', 'Dist-Thane 421302, Maharashtra', 'Vasai 401202, Maharashtra', 'Surat 395001, Gujarat', 'Vadodara 390005, Gujarat', 'PIN 457001, Madhya Pradesh', 'Kota-324001, Rajasthan', 'Sawai Madhopur, Rajasthan', 'Bayana, Rajasthan', 'PIN 282003, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'Uttar Pradesh 274801, Uttar Pradesh', 'West Champaran, Bihar', '845438, Bihar', 'East Champaran, Bihar']","Tue Apr 27, 2021","Thu Apr 29, 2021"
749,X06580,Samastipur - Yesvantpur One Trip Summer Special Fare Special,COVR,SWR,No TT Change,Apr 26,Apr 26,SPJ,14:30,YPR,18:20,51h 50m,16,  M          ,2S SL 3A 2A,2835 km,55 km/hr,X06579,[' MAS'],"['848101, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', 'Ph:06224-272230, Bihar', 'Pin - 801105, Bihar', 'Distt: Bhojpur Ph 06182-233411, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Prayagraj, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'PIN - 440001, Maharashtra', 'Balharshah 442901, Maharashtra', 'Enquiry No. 0870-2426232, Telangana', 'Krishna District - 520003, Andhra Pradesh', 'Chennai Central 600003, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Bengaluru - 560022, Karnataka']","Mon Apr 26, 2021","Wed Apr 28, 2021"
750,4068,Delhi - Darbhanga Special Fare Special,COVR,NR,No TT Change,Apr 26,Apr 26,DLI,23:00,DBG,23:00,24h 0m,24,  M          ,2S SL,1138 km,47 km/hr,,[' SPJ'],"['Delhi 110006, Delhi NCT', '244001, Uttar Pradesh', 'Rampur, Uttar Pradesh', 'PIN 243003, Uttar Pradesh', 'Shahjahanpur Pin Code:242001, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'NH-28 Barabanki, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'District Gonda, Uttar Pradesh', 'Babhnan PIN; 271313, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Khalilabad- 272175, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'Deoria- 274001, Uttar Pradesh', 'PIN :- 274701, Uttar Pradesh', '274702, Uttar Pradesh', '841239, Bihar', 'Siwan 841226, Bihar', 'Tel: 06152-220055, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '843105, Bihar', '848101, Bihar', 'Pin - 846002, Bihar', '846001, Bihar', 'Tel; 06272-252527, Bihar']","Mon Apr 26, 2021","Tue Apr 27, 2021"
751,4070,New Delhi - Sitamarhi One Way Special Fare Special,COVR,NR,No TT Change,Apr 26,Apr 26,NDLS,23:55,SMI,02:10,26h 15m,25,  M          ,2S SL 3A,1198 km,46 km/hr,,[' MFP'],"['Ajmeri Gate 110002, Delhi NCT', '244001, Uttar Pradesh', 'PIN 243003, Uttar Pradesh', 'Shahjahanpur Pin Code:242001, Uttar Pradesh', 'Hardoi 241001, Uttar Pradesh', 'LUCKNOW 226017, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'NH-28 Barabanki, Uttar Pradesh', 'Rudauli Dist-Faizabad, Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Goshainganj, Uttar Pradesh', 'Akbarpur, Uttar Pradesh', '223101, Uttar Pradesh', 'PIN-222001, Uttar Pradesh', 'Pin - 221002, Uttar Pradesh', 'Pin;221001, Uttar Pradesh', 'Pin- 233221, Uttar Pradesh', 'Ghazipur 233001, Uttar Pradesh', 'Pincode-233227., Uttar Pradesh', 'Pincode-277001., Uttar Pradesh', 'Pin - 277208, Uttar Pradesh', 'Tel: 06152-220055, Bihar', '841207, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '843302, Bihar']","Mon Apr 26, 2021","Wed Apr 28, 2021"
752,9080,Bhagat Ki Kothi - Bandra Terminus Special Fare Special,COVR,WR,No TT Change,Apr 25,May 02,BGKT,20:00,BDTS,14:10,18h 10m,10,S            ,SL 3A,933 km,51 km/hr,9079,[],"['PIN 342001, Rajasthan', 'Pali 306401., Rajasthan', 'Dist. Pali - 306001, Rajasthan', 'Dist. Sirohi -307026, Rajasthan', 'Palanpur - 385001, Gujarat', 'Gujarat 384001, Gujarat', 'Pin Code - 380002 ., Gujarat', 'Vadodara 390005, Gujarat', 'Surat 395001, Gujarat', 'Dist. Valsad - 396191, Gujarat', 'Mumbai- 400066, Maharashtra', 'Mumbai-400051, Maharashtra']","Sun Apr 25, 2021","Mon May 03, 2021"
753,9079,Bandra Terminus - Bhagat ki Kothi Special Fare Special,COVR,WR,No TT Change,Apr 24,May 01,BDTS,23:45,BGKT,18:20,18h 35m,10,            S,2S SL 3A,933 km,50 km/hr,9080,[],"['Mumbai-400051, Maharashtra', 'Mumbai- 400066, Maharashtra', 'Dist. Valsad - 396191, Gujarat', 'Surat 395001, Gujarat', 'Vadodara 390005, Gujarat', 'Pin Code - 380002 ., Gujarat', 'Gujarat 384001, Gujarat', 'Palanpur - 385001, Gujarat', 'Dist. Sirohi -307026, Rajasthan', 'Dist. Pali - 306001, Rajasthan', 'Pali 306401., Rajasthan', 'PIN 342001, Rajasthan']","Sat Apr 24, 2021","Sun May 02, 2021"
754,4498,New Delhi - Sitamarhi One Way Special Fare Special,COVR,NR,No TT Change,Apr 25,Apr 25,NDLS,23:55,SMI,02:10,26h 15m,25,S            ,2S SL 3A,1198 km,46 km/hr,,[' MFP'],"['Ajmeri Gate 110002, Delhi NCT', '244001, Uttar Pradesh', 'PIN 243003, Uttar Pradesh', 'Shahjahanpur Pin Code:242001, Uttar Pradesh', 'Hardoi 241001, Uttar Pradesh', 'LUCKNOW 226017, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'NH-28 Barabanki, Uttar Pradesh', 'Rudauli Dist-Faizabad, Uttar Pradesh', 'Pincode-224001, Uttar Pradesh', 'Uttar Pradesh - 224123, Uttar Pradesh', 'Goshainganj, Uttar Pradesh', 'Akbarpur, Uttar Pradesh', '223101, Uttar Pradesh', 'PIN-222001, Uttar Pradesh', 'Pin - 221002, Uttar Pradesh', 'Pin;221001, Uttar Pradesh', 'Pin- 233221, Uttar Pradesh', 'Ghazipur 233001, Uttar Pradesh', 'Pincode-233227., Uttar Pradesh', 'Pincode-277001., Uttar Pradesh', 'Pin - 277208, Uttar Pradesh', 'Tel: 06152-220055, Bihar', '841207, Bihar', 'Ph:06224-272230, Bihar', 'Motijheel Muzaffarpur - 1 Phone;- 91-9771429928, Bihar', '843302, Bihar']","Sun Apr 25, 2021","Tue Apr 27, 2021"
755,6360,Patna - Ernakulam Weekly SF Special (via Nagpur),COVR,SR,No TT Change,Apr 27,,PNBE,16:30,ERS,21:40,53h 10m,36,    T        ,2S SL 3A 2A,3047 km,57 km/hr,6359,['PRYJ'],"['Patna 800001, Bihar', 'Distt: Bhojpur Ph 06182-233411, Bihar', '802101, Bihar', 'Distt. - Chandauli, Uttar Pradesh', 'Pin - 221002, Uttar Pradesh', '221303, Uttar Pradesh', 'Pin - 211003, Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Katni (M.P.) 483501, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'PIN - 460443, Madhya Pradesh', 'Betul-460001, Madhya Pradesh', 'PIN - 440001, Maharashtra', 'Chandrapur 442402, Maharashtra', 'Balharshah 442901, Maharashtra', 'Tel- 08735 223298, Telangana', '504208 Ph : 08736 - 254445, Telangana', 'Peddapalli Dist. Ph : 08728 - 255237 Pin Code - 505208, Telangana', 'Enquiry No. 0870-2426232, Telangana', 'Phone; 08742-224541, Telangana', 'Krishna District - 520003, Andhra Pradesh', 'Guntur District, Andhra Pradesh', 'Pincode-523001, Andhra Pradesh', 'Ph.no 0861-234866, Andhra Pradesh', 'Ph ; 08624 - 251503, Andhra Pradesh', 'Chennai-600011 Phone: 044-25510359, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Pincode-636005, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu', 'Palakkad Tel: 0491 2555231, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Ph: 0484-2624141, Kerala', 'Tel: 0484- 2376131, Kerala']","Tue Apr 27, 2021",NaN
756,05905A,Kanniyakumari - Dibrugarh Vivek One Trip SF Special,COVR,NFR,No TT Change,Apr 24,Apr 24,CAPE,17:30,DBRG,20:50,75h 20m,57,            S,2S SL 3A,4154 km,55 km/hr,05906A,['VSKP'],"['Kanniyakumari PIN 629702, Tamil Nadu', 'Nagercoil-629002, Tamil Nadu', 'Thiruvananthapuram 695001, Kerala', 'Pincode-691001. Telephone Number;0474-2746194, Kerala', 'Alappuzha Ph: 0479-2452340, Kerala', 'Kottayam Tel: 0481 2563535, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Ph: 0484-2624141, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Palakkad Tel: 0491 2555231, Kerala', 'Tele; 0422 - 2301301, Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Pincode-636005, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pin- 517520, Andhra Pradesh', 'Ph.no 0861-234866, Andhra Pradesh', 'Pincode-523001, Andhra Pradesh', 'Krishna District - 520003, Andhra Pradesh', 'Pincode-534005. Telephone Number-08812 226401., Andhra Pradesh', 'Pin- 533101, Andhra Pradesh', 'Pincode-533440. Telephone Number-0884 2328824, Andhra Pradesh', 'Pincode-530046, Andhra Pradesh', 'pin - 530004, Andhra Pradesh', 'Jn. Point of Bobbilli/Nawapada/Kottavalsa, Andhra Pradesh', 'Pin- 532185, Andhra Pradesh', 'PIN-532221, Andhra Pradesh', 'Pin- 760005, Odisha', 'Dist - Khurdha, Odisha', 'Bhubaneshwar - 751009, Odisha', 'Dist - Cuttack 753003, Odisha', 'PIN 756101, Odisha', 'Balasore - 756001, Odisha', 'Pin - 721301, West Bengal', 'Dist - Hooghly, West Bengal', 'Dist- Purba Barddhaman, West Bengal', 'Dist - Birbhum, West Bengal', 'Dist - Maldah, West Bengal', 'Dist - Kishanganj, Bihar', 'Dist - Jalpaiguri, West Bengal', 'Dist - Jalpaiguri, West Bengal', 'Dist - Coochbehar, West Bengal', 'Dist - Cooch Behar, West Bengal', 'Dist - Alipurduar, West Bengal', 'Dist - Kokrajhar (B.T.A.D.), Assam', 'Dist - Bongaigaon, Assam', 'Dist - Goalpara, Assam', 'Dist - Kamrup Metropolitan, Assam', 'Dist - Morigaon, Assam', 'Dist - Hojai, Assam', 'Dist - Hojai, Assam', 'Dist - East Karbi Anglong, Assam', 'Dist - Dimapur, Nagaland', 'Pincode - 785610, Assam', 'Dist - Jorhat, Assam', 'Dist - Sivasagar, Assam', 'Dist - Dibrugarh, Assam', 'Dist - Tinsukia, Assam', 'Dist - Dibrugarh, Assam']","Sat Apr 24, 2021","Tue Apr 27, 2021"
757,05906A,Dibrugarh - Kanniyakumari Vivek SF One Trip Special,COVR,NFR,No TT Change,Apr 28,Apr 28,DBRG,19:25,CAPE,22:00,74h 35m,57,      W      ,2S SL 3A,4154 km,56 km/hr,05905A,['VSKP'],"['Dist - Dibrugarh, Assam', 'Dist - Tinsukia, Assam', 'Dist - Dibrugarh, Assam', 'Dist - Sivasagar, Assam', 'Dist - Jorhat, Assam', 'Pincode - 785610, Assam', 'Dist - Dimapur, Nagaland', 'Dist - East Karbi Anglong, Assam', 'Dist - Hojai, Assam', 'Dist - Hojai, Assam', 'Dist - Morigaon, Assam', 'Dist - Kamrup Metropolitan, Assam', 'Dist - Goalpara, Assam', 'Dist - Bongaigaon, Assam', 'Dist - Kokrajhar (B.T.A.D.), Assam', 'Dist - Alipurduar, West Bengal', 'Dist - Cooch Behar, West Bengal', 'Dist - Coochbehar, West Bengal', 'Dist - Jalpaiguri, West Bengal', 'Dist - Jalpaiguri, West Bengal', 'Dist - Kishanganj, Bihar', 'Dist - Maldah, West Bengal', 'Dist - Birbhum, West Bengal', 'Dist- Purba Barddhaman, West Bengal', 'Dist - Hooghly, West Bengal', 'Pin - 721301, West Bengal', 'Balasore - 756001, Odisha', 'PIN 756101, Odisha', 'Dist - Cuttack 753003, Odisha', 'Bhubaneshwar - 751009, Odisha', 'Dist - Khurdha, Odisha', 'Pin- 760005, Odisha', 'PIN-532221, Andhra Pradesh', 'Pin- 532185, Andhra Pradesh', 'Jn. Point of Bobbilli/Nawapada/Kottavalsa, Andhra Pradesh', 'pin - 530004, Andhra Pradesh', 'Pincode-530046, Andhra Pradesh', 'Pincode-533440. Telephone Number-0884 2328824, Andhra Pradesh', 'Pin- 533101, Andhra Pradesh', 'Pincode-534005. Telephone Number-08812 226401., Andhra Pradesh', 'Krishna District - 520003, Andhra Pradesh', 'Pincode-523001, Andhra Pradesh', 'Ph.no 0861-234866, Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Vellore 632007, Tamil Nadu', 'Pincode-636005, Tamil Nadu', 'Pincode-638002. Telephone Number- 0424 2256111., Tamil Nadu', 'Tiruppur. Ph:0421-2200450, Tamil Nadu', 'Tele; 0422 - 2301301, Tamil Nadu', 'Palakkad Tel: 0491 2555231, Kerala', 'Thrissur Tel: 0487 2423150, Kerala', 'Ph: 0484-2624141, Kerala', 'Ernakulam Pin - 682018 Tel - 09747715397, Kerala', 'Kottayam Tel: 0481 2563535, Kerala', 'Alappuzha Ph: 0479-2452340, Kerala', 'Pincode-691001. Telephone Number;0474-2746194, Kerala', 'Thiruvananthapuram 695001, Kerala', 'Nagercoil-629002, Tamil Nadu', 'Kanniyakumari PIN 629702, Tamil Nadu']","Wed Apr 28, 2021","Sat May 01, 2021"
758,1226,Chhapra - Mumbai LTT Special Fare Special,COVR,CR,No TT Change,Apr 26,Apr 26,CPR,05:40,LTT,00:40,43h 0m,18,  M          ,2S,2051 km,48 km/hr,1225,[],"['Tel: 06152-220055, Bihar', 'Siwan 841226, Bihar', 'PIN :- 274701, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'PIN 282003, Uttar Pradesh', 'Bayana, Rajasthan', 'Sawai Madhopur, Rajasthan', 'Kota-324001, Rajasthan', 'PIN 457001, Madhya Pradesh', 'Vadodara 390005, Gujarat', 'Surat 395001, Gujarat', 'Vasai 401202, Maharashtra', 'Dist-Thane 421302, Maharashtra', 'Thane(East)-400603, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']","Mon Apr 26, 2021","Wed Apr 28, 2021"
759,1233,Mumbai LTT - Chhapra Special,COVR,CR,No TT Change,Apr 25,Apr 25,LTT,14:30,CPR,12:50,46h 20m,18,S            ,2S SL 3A,2051 km,44 km/hr,,[],"['Kurla (East) Mumbai 400089, Maharashtra', 'Thane(East)-400603, Maharashtra', 'Dist-Thane 421302, Maharashtra', 'Vasai 401202, Maharashtra', 'Surat 395001, Gujarat', 'Vadodara 390005, Gujarat', 'PIN 457001, Madhya Pradesh', 'Kota-324001, Rajasthan', 'Sawai Madhopur, Rajasthan', 'Bayana, Rajasthan', 'PIN 282003, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Uttar Pradesh 226004, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh', 'PIN :- 274701, Uttar Pradesh', 'Siwan 841226, Bihar', 'Tel: 06152-220055, Bihar']","Sun Apr 25, 2021","Tue Apr 27, 2021"
760,1229,Mumbai LTT - Gorakhpur One Way Special,COVR,CR,No TT Change,Apr 23,Apr 23,LTT,11:10,GKP,23:00,35h 50m,12,          F  ,2S SL 3A,1823 km,51 km/hr,,[],"['Kurla (East) Mumbai 400089, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Khandwa PIN 450001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Satna, Madhya Pradesh', 'Banda(05192-224813), Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh']","Fri Apr 23, 2021","Sat Apr 24, 2021"
