,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
378,05193,Chhapra - Panvel Special Fare Special,COVR,NER,No TT Change,Jun 12,Jun 26,CPR,15:35,PNVL,21:45,30h 10m,11,            S,2S SL 3A,1671 km,55 km/hr,05194,['PRYJ'],"['Tel: 06152-220055, Bihar', 'Pincode-277001., Uttar Pradesh', 'Ghazipur 233001, Uttar Pradesh', 'Pin - 221002, Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh', 'Satna, Madhya Pradesh', 'Katni (M.P.) 483501, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Bhusaval 425201, Maharashtra', 'Pin- 422214, Maharashtra', 'Kalyan-421301, Maharashtra', 'Panvel, Maharashtra']","Sat Jun 12, 2021","Sun Jun 27, 2021"
379,05194,Panvel - Chhapra Special Fare Special,COVR,NER,No TT Change,Jun 13,Jun 27,PNVL,23:15,CPR,06:30,31h 15m,11,S            ,2S SL 3A,1671 km,53 km/hr,05193,['PRYJ'],"['Panvel, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Bhusaval 425201, Maharashtra', 'District Hoshangabad, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Katni (M.P.) 483501, Madhya Pradesh', 'Satna, Madhya Pradesh', 'Prayagraj - 211003, Uttar Pradesh', 'Pin - 221002, Uttar Pradesh', 'Ghazipur 233001, Uttar Pradesh', 'Pincode-277001., Uttar Pradesh', 'Tel: 06152-220055, Bihar']","Sun Jun 13, 2021","Tue Jun 29, 2021"
380,02836,Yesvantpur - Hatia SF Special Fare Special,COVR,SER,No TT Change,Oct 23,Jun 29,YPR,08:30,HTE,17:40,33h 10m,23,    T   T    ,2S SL 3A 2A,1901 km,57 km/hr,02835,"['  L', 'EOG', ' D4', ' D3', ' D2', ' D1', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' PC', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', 'EOG', 'VSKP']","['Bengaluru - 560022, Karnataka', 'Bengaluru-560016, Karnataka', 'Pincode-563114, Karnataka', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Vellore 632007, Tamil Nadu', 'Pin - 517001, Andhra Pradesh', 'Chittoor District - 517501, Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Ph ; 08624 - 251503, Andhra Pradesh', 'Ph.no 0861-234866, Andhra Pradesh', 'Krishna District - 520003, Andhra Pradesh', 'Pin- 533101, Andhra Pradesh', 'Pincode-533440. Telephone Number-0884 2328824, Andhra Pradesh', 'pin - 530004, Andhra Pradesh', 'Jn. Point of Bobbilli/Nawapada/Kottavalsa, Andhra Pradesh', 'PIN .535501, Andhra Pradesh', 'ph.no 06856-222407, Odisha', 'Dist - Kalahandi 766012, Odisha', 'Dist - Balangir 767033, Odisha', 'Pin- 767001, Odisha', 'PIN - 768028, Odisha', 'Dist - Sambalpur 768003, Odisha', 'PIN - 768201, Odisha', 'PIN - 769001, Odisha', 'Ranchi, Jharkhand']","Fri Oct 23, 2020","Wed Jun 30, 2021"
381,02835,Hatia - Yesvantpur SF Special Fare Special,COVR,SER,No TT Change,Oct 20,Jun 27,HTE,18:25,YPR,03:45,33h 20m,21,S   T        ,2S SL 3A 2A,1899 km,57 km/hr,02836,"['  L', 'EOG', ' D4', ' D3', ' D2', ' D1', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' PC', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', 'EOG', 'VSKP']","['Ranchi, Jharkhand', 'PIN - 769001, Odisha', 'PIN - 768201, Odisha', 'Dist - Sambalpur 768003, Odisha', 'PIN - 768028, Odisha', 'Pin- 767001, Odisha', 'Dist - Balangir 767033, Odisha', 'Dist - Kalahandi 766012, Odisha', 'ph.no 06856-222407, Odisha', 'PIN .535501, Andhra Pradesh', 'Jn. Point of Bobbilli/Nawapada/Kottavalsa, Andhra Pradesh', 'pin - 530004, Andhra Pradesh', 'Pincode-533440. Telephone Number-0884 2328824, Andhra Pradesh', 'Pin- 533101, Andhra Pradesh', 'Krishna District - 520003, Andhra Pradesh', 'Ph.no 0861-234866, Andhra Pradesh', 'Ph ; 08624 - 251503, Andhra Pradesh', 'Pin- 517520, Andhra Pradesh', 'Chittoor District - 517501, Andhra Pradesh', 'Pin - 517001, Andhra Pradesh', 'Vellore 632007, Tamil Nadu', 'Pincode-635851. Telephone Number-04179 241221, Tamil Nadu', 'Bengaluru - 560022, Karnataka']","Tue Oct 20, 2020","Tue Jun 29, 2021"
382,04128,Anand Vihar Terminal - Prayagraj SF Special,COVR,NCR,No TT Change,Jun 12,Jun 19,ANVT,08:25,PRYJ,18:20,9h 55m,6,            S,2S SL 3A,622 km,63 km/hr,04127,[],"['Ghazipur Road pincode 110092, Delhi NCT', '201009, Uttar Pradesh', 'Aligarh 202001, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'Distt. Etawah, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Fatehpur, Uttar Pradesh', 'Prayagraj - 211003, Uttar Pradesh']","Sat Jun 12, 2021","Sat Jun 19, 2021"
383,04127,Prayagraj - Anand Vihar Terminal SF Special,COVR,NCR,No TT Change,Jun 11,Jun 18,PRYJ,20:20,ANVT,06:10,9h 50m,6,          F  ,2S SL 3A,622 km,63 km/hr,04128,[],"['Prayagraj - 211003, Uttar Pradesh', 'Fatehpur, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Distt. Etawah, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'Aligarh 202001, Uttar Pradesh', '201009, Uttar Pradesh', 'Ghazipur Road pincode 110092, Delhi NCT']","Fri Jun 11, 2021","Sat Jun 19, 2021"
384,01808,Agra Cantt. - Jhansi Special,COVR,NCR,No TT Change,Jun 07,,AGC,14:40,JHS,19:45,5h 5m,12,S M T W T F S,2S SL,216 km,42 km/hr,01807,[],"['Agra, Uttar Pradesh', 'Bhandai, Uttar Pradesh', 'Jajau, Uttar Pradesh', 'Manda, Rajasthan', 'Dholpur, Rajasthan', '476001, Madhya Pradesh', 'Morena, Madhya Pradesh', 'District: Morena, Madhya Pradesh', 'Gwalior, Madhya Pradesh', 'Pin - 475001, Madhya Pradesh', 'Dabra(District-Gwalior), Madhya Pradesh', 'Datia, Madhya Pradesh', 'Datia, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh']","Mon Jun 07, 2021",NaN
385,01807,Jhansi - Agra Cantt. Special,COVR,NCR,No TT Change,Jun 07,,JHS,06:10,AGC,11:05,4h 55m,12,S M T W T F S,2S SL,216 km,44 km/hr,01808,[],"['PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Datia, Madhya Pradesh', 'Datia, Madhya Pradesh', 'Dabra(District-Gwalior), Madhya Pradesh', 'Pin - 475001, Madhya Pradesh', 'Gwalior, Madhya Pradesh', 'District: Morena, Madhya Pradesh', 'Morena, Madhya Pradesh', '476001, Madhya Pradesh', 'Dholpur, Rajasthan', 'Manda, Rajasthan', 'Jajau, Uttar Pradesh', 'Bhandai, Uttar Pradesh', 'Agra, Uttar Pradesh']","Mon Jun 07, 2021",NaN
386,04196,Ajmer - Agra Fort InterCity SF Special,COVR,NCR,No TT Change,Jun 07,,AII,14:55,AF,21:40,6h 45m,13,  M T W T F  ,2S CC,375 km,56 km/hr,04195,[],"['Ajmer-305001, Rajasthan', 'Ajmer, Rajasthan', '303348, Rajasthan', 'Jaipur - 302006, Rajasthan', '302015, Rajasthan', '302017, Rajasthan', '303303, Rajasthan', '303313, Rajasthan', 'Mandawar, Rajasthan', 'Rajasthan 321606, Rajasthan', 'Dist. Bharatpur 321602, Rajasthan', 'Bharatpur, Rajasthan', 'Agra District, Uttar Pradesh', 'Agra, Uttar Pradesh', 'PIN 282003, Uttar Pradesh']","Mon Jun 07, 2021",NaN
387,04195,Agra Fort - Ajmer InterCity SF Special,COVR,NCR,No TT Change,Jun 07,,AF,06:00,AII,12:45,6h 45m,12,  M T W T F  ,2S CC,375 km,56 km/hr,04196,[],"['PIN 282003, Uttar Pradesh', 'Agra, Uttar Pradesh', 'Agra District, Uttar Pradesh', 'Bharatpur, Rajasthan', 'Dist. Bharatpur 321602, Rajasthan', 'Rajasthan 321606, Rajasthan', 'Mandawar, Rajasthan', '303313, Rajasthan', '303303, Rajasthan', '302015, Rajasthan', 'Jaipur - 302006, Rajasthan', '303348, Rajasthan', 'Ajmer, Rajasthan', 'Ajmer-305001, Rajasthan']","Mon Jun 07, 2021",NaN
388,02180,Agra Fort - Lucknow Jn InterCity Special,COVR,NCR,No TT Change,Jun 07,,AF,06:31,LJN,12:25,5h 54m,12,  M T W T F  ,2S CC,326 km,55 km/hr,02179,[],"['PIN 282003, Uttar Pradesh', 'Agra, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'Firozabad - 283203, Uttar Pradesh', 'District Firozabad-283141, Uttar Pradesh', 'Distt. Etawah, Uttar Pradesh', 'Bharthana, Uttar Pradesh', 'dist. Auraiya, Uttar Pradesh', 'Kanpur Rural district, Uttar Pradesh', 'Kanpur Rural district, Uttar Pradesh', 'KANPUR - 208 020, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', '209801, Uttar Pradesh', 'Lucknow 226004, Uttar Pradesh']","Mon Jun 07, 2021",NaN
389,02179,Lucknow Jn - Agra Fort InterCity Special,COVR,NCR,No TT Change,Jun 07,,LJN,15:55,AF,21:49,5h 54m,12,  M T W T F  ,2S CC,326 km,55 km/hr,02180,"['  L', 'D13', 'D12', 'D11', ' C1', ' C2', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' D9', 'D10', 'D14']","['Lucknow 226004, Uttar Pradesh', '209801, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'KANPUR - 208 020, Uttar Pradesh', 'Kanpur Rural district, Uttar Pradesh', 'Kanpur Rural district, Uttar Pradesh', 'dist. Auraiya, Uttar Pradesh', 'Bharthana, Uttar Pradesh', 'Distt. Etawah, Uttar Pradesh', 'District Firozabad-283141, Uttar Pradesh', 'Firozabad - 283203, Uttar Pradesh', 'PIN 283204, Uttar Pradesh', 'Agra, Uttar Pradesh', 'PIN 282003, Uttar Pradesh']","Mon Jun 07, 2021",NaN
390,04197,Bhopal - Gwalior SF InterCity Special,COVR,NCR,No TT Change,Jun 07,,BPL,15:20,GWL,00:05,8h 45m,7,  M T   T F S,2S CC,484 km,55 km/hr,04198,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' C1', ' D6', ' D7', ' D8', ' D9', 'DL2', 'GUNA']","['462001, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'Madhya Pradesh 473443, Madhya Pradesh', 'Ashoknagar, Madhya Pradesh', '473001, Madhya Pradesh', 'Shivpuri, Madhya Pradesh', 'Gwalior, Madhya Pradesh']","Mon Jun 07, 2021",NaN
391,04198,Gwalior - Bhopal SF InterCity Special,COVR,NCR,No TT Change,Jun 07,,GWL,06:20,BPL,14:40,8h 20m,7,  M T   T F S,2S CC,484 km,58 km/hr,04197,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' C1', ' D6', ' D7', ' D8', ' D9', 'DL2', 'GUNA']","['Gwalior, Madhya Pradesh', 'Shivpuri, Madhya Pradesh', '473001, Madhya Pradesh', 'Ashoknagar, Madhya Pradesh', 'Madhya Pradesh 473443, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', '462001, Madhya Pradesh']","Mon Jun 07, 2021",NaN
392,01272,Vindhyachal Special,COVR,WCR,No TT Change,Jun 06,,BPL,18:10,ET,12:20,18h 10m,26,S M T W T F S,2S SL,735 km,40 km/hr,01271,[],"['462001, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', 'Pincode-464220., Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'State Highway 14 District Vidisha, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'Khurai District Sagar, Madhya Pradesh', 'Sagar - 470001, Madhya Pradesh', 'Rajakhedi, Madhya Pradesh', 'Damoh, Madhya Pradesh', 'Katni - 483501, Madhya Pradesh', 'Distt - Katni (M.P.), Madhya Pradesh', 'Jabalpur (M.P.) 483225, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', '482002, Madhya Pradesh', 'Shahpura Dis.- Jabalpur, Madhya Pradesh', 'Dist.- Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Narsinghapur, Madhya Pradesh', 'Distt.-Narsinghpur, Madhya Pradesh', 'Dis.-Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'Pin - 461775, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh']","Sun Jun 06, 2021",NaN
393,01271,Vindhyachal Special,COVR,WCR,No TT Change,Jun 06,,ET,16:20,BPL,09:50,17h 30m,26,S M T W T F S,2S SL,735 km,42 km/hr,01272,[],"['District Hoshangabad, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'Pin - 461775, Madhya Pradesh', 'Dis.- Hoshangabad, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Dis.-Narsinghpur, Madhya Pradesh', 'Distt.-Narsinghpur, Madhya Pradesh', 'Narsinghapur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Dist.- Narsinghpur, Madhya Pradesh', 'Shahpura Dis.- Jabalpur, Madhya Pradesh', '482002, Madhya Pradesh', 'Jabalpur, Madhya Pradesh', 'Jabalpur (M.P.) 483225, Madhya Pradesh', 'Distt - Katni (M.P.), Madhya Pradesh', 'Katni - 483501, Madhya Pradesh', 'Damoh, Madhya Pradesh', 'Rajakhedi, Madhya Pradesh', 'Sagar - 470001, Madhya Pradesh', 'Khurai District Sagar, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'State Highway 14 District Vidisha, Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'Pincode-464220., Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', '462001, Madhya Pradesh']","Sun Jun 06, 2021",NaN
394,02061,Habibganj - Jabalpur Jan Shatabdi Special,COVR,WCR,No Speed Change,Jun 07,,HBJ,17:40,JBP,22:55,5h 15m,8,S M T W T F S,2S CC,330 km,63 km/hr,02062,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' C1', ' C2', ' C3', ' C4', ' D9', 'D10', 'D11', 'D12', 'EOG', '  ET']","['Bhopal, Madhya Pradesh', 'PIN - 461001, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'Pin - 461775, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Distt.-Narsinghpur, Madhya Pradesh', 'Narsinghapur, Madhya Pradesh', 'Dist.- Narsinghpur, Madhya Pradesh', '482002, Madhya Pradesh', 'Jabalpur, Madhya Pradesh']","Mon Jun 07, 2021",NaN
395,02062,Jabalpur - Habibganj Jan Shatabdi Special (PT),COVR,WCR,Speeded: 5m,Jun 08,,JBP,05:30,HBJ,11:00,5h 30m,8,S M T W T F S,2S CC,330 km,60 km/hr,02061,"['  L', 'DL1', ' D1', ' D2', ' D3', ' D4', ' D5', ' D6', ' D7', ' D8', ' C1', ' C2', ' C3', ' C4', ' D9', 'D10', 'D11', 'D12', 'EOG', '  ET']","['Jabalpur, Madhya Pradesh', '482002, Madhya Pradesh', 'Dist.- Narsinghpur, Madhya Pradesh', 'Narsinghapur, Madhya Pradesh', 'Distt.-Narsinghpur, Madhya Pradesh', 'Dis.- Narsinghpur, Madhya Pradesh', 'Pin - 461775, Madhya Pradesh', 'District Hoshangabad, Madhya Pradesh', 'PIN - 461001, Madhya Pradesh', 'Bhopal, Madhya Pradesh']","Tue Jun 08, 2021",NaN
396,02155,Shan E Bhopal SF Special (PT),COVR,WCR,No TT Change,Jun 05,,HBJ,22:40,NZM,08:00,9h 20m,8,S M T W T F S,2S SL 3A 2A 1A,701 km,75 km/hr,02156,"['  L', 'DL1', ' D2', 'S10', ' S9', ' S8', ' S7', ' S6', ' S5', ' S4', ' S3', ' S2', ' S1', ' B5', ' B4', ' B3', ' B2', ' B1', ' A2', ' A1', ' H1', ' D1', 'EOG']","['Bhopal, Madhya Pradesh', '462001, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'PIN - 470113, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'Gwalior, Madhya Pradesh', 'Morena, Madhya Pradesh', 'Agra, Uttar Pradesh', 'Nizamuddin East/Sarai KaleKhan Bus Terminal 110013, Delhi NCT']","Sat Jun 05, 2021",NaN
397,02156,Shan E Bhopal SF Special,COVR,WCR,No TT Change,Jun 06,,NZM,20:40,HBJ,06:20,9h 40m,8,S M T W T F S,2S SL 3A 2A 1A,701 km,73 km/hr,02155,"['  L', 'EOG', ' D1', ' H1', ' A1', ' A2', ' B1', ' B2', ' B3', ' B4', ' B5', ' S1', ' S2', ' S3', ' S4', ' S5', ' S6', ' S7', ' S5', ' S9', 'S10', ' D2', 'DL1']","['Nizamuddin East/Sarai KaleKhan Bus Terminal 110013, Delhi NCT', 'Agra, Uttar Pradesh', 'Morena, Madhya Pradesh', 'Gwalior, Madhya Pradesh', 'PIN 284003 (Jn Point ;AGC/CNB/BPL/PRYJ), Uttar Pradesh', 'PIN - 470113, Madhya Pradesh', 'District Vidisha, Madhya Pradesh', 'Pincode-464001., Madhya Pradesh', '462001, Madhya Pradesh', 'Bhopal, Madhya Pradesh']","Sun Jun 06, 2021",NaN
398,02406,Hatia - Mumbai CSMT SF Special Fare Special,COVR,CR,Src/Dest Changed.,Jun 11,Jun 25,HTE,17:40,CSMT,23:00,29h 20m,13,          F  ,2S SL,1716 km,58 km/hr,02405,[],"['Ranchi, Jharkhand', 'PIN - 769001, Odisha', 'PIN - 768201, Odisha', 'Bilaspur, Chhattisgarh', 'Raipur, Chhattisgarh', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Gondia 441614, Maharashtra', 'PIN - 440001, Maharashtra', 'Amravati 444701, Maharashtra', 'Akola-444001, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Pin- 422214, Maharashtra', 'Kalyan-421301, Maharashtra', 'Dadar(West)-400028, Maharashtra', 'Mumbai- 400001, Maharashtra']","Fri Jun 11, 2021","Sat Jun 26, 2021"
399,07052,Chhapra - Secunderabad Summer Special Fare Special,COVR,SCR,No TT Change,Jun 08,Jun 29,CPR,23:30,SC,17:15,41h 45m,20,    T        ,2S SL 3A,2075 km,50 km/hr,07051,[],"['Tel: 06152-220055, Bihar', 'Patna 800001, Bihar', 'Phone No: 06349-223142, Bihar', 'Deoghar-814142, Jharkhand', '06432-224478, Jharkhand', 'Dist - Jamtara, Jharkhand', 'Railway inquiry - 0326-2319801, Jharkhand', '06542-253861, Jharkhand', 'PIN - 835101, Jharkhand', 'Jharkhand 834001, Jharkhand', 'Ranchi, Jharkhand', 'PIN - 769001, Odisha', 'PIN - 768201, Odisha', 'Bilaspur, Chhattisgarh', 'Raipur, Chhattisgarh', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Gondia 441614, Maharashtra', 'PIN - 440001, Maharashtra', 'Tel- 08738-238717, Telangana', '504208 Ph : 08736 - 254445, Telangana', ', Telangana', 'Secunderabad 500003, Telangana']","Tue Jun 08, 2021","Thu Jul 01, 2021"
400,02405,Mumbai CSMT - Hatia SF Special Fare Special,COVR,SER,No TT Change,Jun 13,Jun 27,CSMT,11:05,HTE,15:30,28h 25m,13,S            ,2S SL,1716 km,60 km/hr,02406,[],"['Mumbai- 400001, Maharashtra', 'Dadar(West)-400028, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Akola-444001, Maharashtra', 'Amravati 444701, Maharashtra', 'PIN - 440001, Maharashtra', 'Gondia 441614, Maharashtra', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Raipur, Chhattisgarh', 'Bilaspur, Chhattisgarh', 'PIN - 768201, Odisha', 'PIN - 769001, Odisha', 'Ranchi, Jharkhand']","Sun Jun 13, 2021","Mon Jun 28, 2021"
401,02497,Mumbai LTT - Santragachi SF Special Fare Special,COVR,SER,Src/Dest Changed.,Jun 11,Jun 25,LTT,13:15,SRC,18:35,29h 20m,13,          F  ,2S SL 3A 2A,1939 km,66 km/hr,02498,[],"['Kurla (East) Mumbai 400089, Maharashtra', 'Kalyan-421301, Maharashtra', 'Pin- 422214, Maharashtra', 'Bhusaval 425201, Maharashtra', 'PIN - 440001, Maharashtra', 'Gondia 441614, Maharashtra', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Raipur, Chhattisgarh', 'Bilaspur, Chhattisgarh', 'PIN - 768201, Odisha', 'PIN - 769001, Odisha', 'Chakradharpur (West Singhbhum), Jharkhand', 'Tel :- 0657 2290112, Jharkhand', 'Pin - 721301, West Bengal', 'Dist - Howrah, West Bengal']","Fri Jun 11, 2021","Sat Jun 26, 2021"
402,07051,Secunderabad - Chhapra Summer Special Fare Special,COVR,SCR,No TT Change,Jun 06,Jun 27,SC,21:35,CPR,15:25,41h 50m,20,S            ,2S SL 3A,2072 km,50 km/hr,07052,[],"['Secunderabad 500003, Telangana', ', Telangana', '504208 Ph : 08736 - 254445, Telangana', 'Tel- 08738-238717, Telangana', 'Balharshah 442901, Maharashtra', 'PIN - 440001, Maharashtra', 'Gondia 441614, Maharashtra', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Raipur, Chhattisgarh', 'Bilaspur, Chhattisgarh', 'PIN - 768201, Odisha', 'PIN - 769001, Odisha', 'Ranchi, Jharkhand', 'PIN - 835101, Jharkhand', '06542-253861, Jharkhand', 'Railway inquiry - 0326-2319801, Jharkhand', 'Dist - Jamtara, Jharkhand', '06432-224478, Jharkhand', 'Deoghar-814142, Jharkhand', 'Phone No: 06349-223142, Bihar', 'Patna 800001, Bihar', 'Tel: 06152-220055, Bihar']","Sun Jun 06, 2021","Tue Jun 29, 2021"
403,05196,Anand Vihar Terminal - Gorakhpur Special Fare Special,COVR,NER,No TT Change,Jun 08,Jun 29,ANVT,19:30,GKP,09:30,14h 0m,6,    T     F  ,2S SL 3A,716 km,51 km/hr,05195,[],"['Ghazipur Road pincode 110092, Delhi NCT', '201009, Uttar Pradesh', '244001, Uttar Pradesh', 'PIN 243003, Uttar Pradesh', 'Sitapur, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gorakhpur 273012, Uttar Pradesh']","Tue Jun 08, 2021","Wed Jun 30, 2021"
404,02498,Santragachi - Mumbai LTT SF Special Fare Special,COVR,SER,Src/Dest Changed.,Jun 09,Jun 23,SRC,18:00,LTT,23:45,29h 45m,13,      W      ,2S SL 3A,1939 km,65 km/hr,02497,[],"['Dist - Howrah, West Bengal', 'Pin - 721301, West Bengal', 'Tel :- 0657 2290112, Jharkhand', 'Chakradharpur (West Singhbhum), Jharkhand', 'PIN - 769001, Odisha', 'PIN - 768201, Odisha', 'Bilaspur, Chhattisgarh', 'Raipur, Chhattisgarh', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Gondia 441614, Maharashtra', 'PIN - 440001, Maharashtra', 'Bhusaval 425201, Maharashtra', 'Pin- 422214, Maharashtra', 'Kalyan-421301, Maharashtra', 'Kurla (East) Mumbai 400089, Maharashtra']","Wed Jun 09, 2021","Thu Jun 24, 2021"
405,02288,Bikaner - Sealdah AC Duronto Special,COVR,ER,No TT Change,Jun 11,,BKN,12:15,SDAH,13:15,25h 0m,9,  M T   T F  ,3A 2A 1A,1920 km,77 km/hr,02287,"['  L', 'EOG', ' A4', ' A3', ' A2', ' A1', ' H1', ' PC', 'B12', 'B11', 'B10', ' B9', ' B8', ' B7', ' B6', ' B5', ' B4', ' B3', ' B2', ' B1', 'EOG']","['Rajasthan - 334001, Rajasthan', 'Bikaner, Rajasthan', 'District - Churu, Rajasthan', 'Churu 331001, Rajasthan', 'PIN- 331023, Rajasthan', 'Bhiwani Distt., Haryana', 'Ajmeri Gate 110002, Delhi NCT', 'KANPUR-208 001, Uttar Pradesh', 'Distt. - Chandauli, Uttar Pradesh', 'Railway inquiry - 0326-2319801, Jharkhand', 'Kolkata - 700014, West Bengal']","Fri Jun 11, 2021",NaN
406,02287,Sealdah - Bikaner AC Duronto Special,COVR,ER,No TT Change,Jun 09,,SDAH,17:00,BKN,18:25,25h 25m,9,S M   W T    ,3A FC 1A,1920 km,76 km/hr,02288,"['  L', 'EOG', ' B1', ' B2', ' B3', ' B4', ' B5', ' B6', ' B7', ' B8', ' B9', 'B10', 'B11', 'B12', ' PC', ' H1', ' A1', ' A2', ' A3', ' A4', 'EOG']","['Kolkata - 700014, West Bengal', 'Railway inquiry - 0326-2319801, Jharkhand', 'Distt. - Chandauli, Uttar Pradesh', 'KANPUR-208 001, Uttar Pradesh', 'Ajmeri Gate 110002, Delhi NCT', 'Bhiwani Distt., Haryana', 'PIN- 331023, Rajasthan', 'Churu 331001, Rajasthan', 'District - Churu, Rajasthan', 'Bikaner, Rajasthan', 'Rajasthan - 334001, Rajasthan']","Wed Jun 09, 2021",NaN
407,07025,Raxaul - Secunderabad Special Fare Special,COVR,SCR,Speeded: 2h 35m,May 10,Jun 28,RXL,03:25,SC,19:00,39h 35m,18,  M          ,2S SL 3A 2A,2062 km,52 km/hr,07026,[],"['East Champaran, Bihar', '843302, Bihar', 'Tel; 06272-252527, Bihar', 'District - Begusarai, Bihar', 'Phone No: 06349-223142, Bihar', 'Deoghar-814142, Jharkhand', 'Railway inquiry - 0326-2319801, Jharkhand', '06542-253861, Jharkhand', 'Jharkhand 834001, Jharkhand', 'PIN - 769001, Odisha', 'PIN - 768201, Odisha', 'Bilaspur, Chhattisgarh', 'Raipur, Chhattisgarh', 'Durg - 491001 Junction for G/R/BPTP lines., Chhattisgarh', 'Gondia 441614, Maharashtra', 'Balharshah 442901, Maharashtra', '504208 Ph : 08736 - 254445, Telangana', 'Pin - 505172, Telangana', ', Telangana', 'Secunderabad 500003, Telangana']","Mon May 10, 2021","Tue Jun 29, 2021"
408,05195,Gorakhpur - Anand Vihar Terminal Special Fare Special,COVR,NER,No TT Change,Jun 07,Jun 28,GKP,19:30,ANVT,11:00,15h 30m,6,  M     T    ,2S SL 3A,716 km,46 km/hr,05196,[],"['Gorakhpur 273012, Uttar Pradesh', 'Basti 272001, Uttar Pradesh', 'Gonda 271002, Uttar Pradesh', 'Sitapur, Uttar Pradesh', 'PIN 243003, Uttar Pradesh', '244001, Uttar Pradesh', '201009, Uttar Pradesh', 'Ghazipur Road pincode 110092, Delhi NCT']","Mon Jun 07, 2021","Tue Jun 29, 2021"
