"Table with row headers in column A, L, W, AH, AS, BD, BO, BZ, CK, CV, and DG, and column headers in rows 6 through 8 and 45 through 47.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,,,,Table 1.  State-to-State Migration Flows1: 2019,,,,,,,,
Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,,,,Dataset: 2019 American Community Survey 1-Year Estimates,,,,,,,,
Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,,,,Universe: Population 1 year and over,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current residence in,Population 1 year and over,,Same house 1 year ago,,Same state of residence 1 year ago,,Different state of residence 1 year ago,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Different state of residence 1 year ago (continued),,,,,,,,,,Current residence in,Abroad 1 year ago,,,,,,,
,,,,,,,Total,,Alabama,,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,,,Total,,Puerto Rico,,U.S. Island Area,,Foreign Country,
Colorado,"5,701,658","+/- 4,038","4,695,821","+/- 22,285","736,314","+/- 20,685","240,600","+/- 13,693","3,422","+/- 2,578",Colorado,862,+/- 735,"10,616","+/- 2,533","1,022",+/- 541,"29,350","+/- 3,948",N/A,N/A,Colorado,942,+/- 545,0,+/- 206,259,+/- 287,"14,124","+/- 3,195","6,985","+/- 3,465",Colorado,"2,782","+/- 1,503",798,+/- 484,"10,153","+/- 2,277","3,114","+/- 1,086","2,589",+/- 929,Colorado,"6,544","+/- 2,162","1,455",+/- 801,"3,901","+/- 1,640",900,+/- 537,"3,555","+/- 1,323",Colorado,"6,053","+/- 2,177","3,101","+/- 1,156","5,523","+/- 2,603",554,+/- 537,"4,801","+/- 1,392",Colorado,"1,984",+/- 852,"4,861","+/- 2,054","3,888","+/- 1,692",196,+/- 181,"3,677","+/- 1,537",Colorado,"4,895","+/- 1,518","7,965","+/- 1,973","4,930","+/- 1,738","2,084","+/- 1,217","4,432","+/- 1,841",Colorado,"4,412","+/- 1,326","3,619","+/- 1,445","3,362","+/- 1,034",820,+/- 611,"1,081",+/- 646,Colorado,"1,581",+/- 747,"5,549","+/- 2,654","32,295","+/- 4,575","2,458",+/- 932,161,+/- 231,Colorado,"6,796","+/- 1,610","7,333","+/- 2,938",502,+/- 412,"4,454","+/- 1,881","3,860","+/- 1,317",Colorado,"28,923","+/- 4,248",642,+/- 588,83,+/- 118,"28,198","+/- 4,222"
Connecticut,"3,531,986","+/- 2,674","3,106,754","+/- 20,309","306,070","+/- 16,102","90,044","+/- 7,706",248,+/- 323,Connecticut,220,+/- 291,441,+/- 304,0,+/- 213,"4,049","+/- 1,135","1,165",+/- 647,Connecticut,N/A,N/A,45,+/- 74,313,+/- 376,"7,501","+/- 2,345","1,266",+/- 910,Connecticut,912,+/- 743,0,+/- 213,"1,389","+/- 1,298",309,+/- 299,165,+/- 169,Connecticut,94,+/- 151,135,+/- 166,764,+/- 833,743,+/- 646,"1,720",+/- 944,Connecticut,"13,020","+/- 2,629","1,091",+/- 699,676,+/- 519,0,+/- 213,212,+/- 165,Connecticut,0,+/- 213,189,+/- 167,174,+/- 210,741,+/- 415,"5,297","+/- 1,366",Connecticut,0,+/- 213,"27,606","+/- 4,458","2,640","+/- 1,254",0,+/- 213,"1,369",+/- 831,Connecticut,199,+/- 331,523,+/- 507,"3,711","+/- 1,748","3,788","+/- 2,220",910,+/- 981,Connecticut,539,+/- 577,921,"+/- 1,085","2,141","+/- 1,399",120,+/- 199,103,+/- 115,Connecticut,"1,764",+/- 836,191,+/- 187,408,+/- 518,232,+/- 169,0,+/- 213,Connecticut,"29,118","+/- 5,148","4,280","+/- 2,751",0,+/- 213,"24,838","+/- 4,328"
Delaware,"964,817","+/- 1,555","843,383","+/- 9,324","79,186","+/- 7,262","38,014","+/- 5,368",0,+/- 203,Delaware,294,+/- 492,0,+/- 203,0,+/- 203,161,+/- 179,530,+/- 310,Delaware,415,+/- 308,N/A,N/A,442,+/- 375,939,+/- 557,344,+/- 448,Delaware,0,+/- 203,0,+/- 203,562,+/- 649,0,+/- 203,0,+/- 203,Delaware,189,+/- 304,0,+/- 203,41,+/- 100,0,+/- 203,"8,646","+/- 2,537",Delaware,548,+/- 419,0,+/- 203,0,+/- 203,26,+/- 59,37,+/- 63,Delaware,29,+/- 76,262,+/- 314,149,+/- 163,78,+/- 136,"6,955","+/- 2,307",Delaware,177,+/- 293,"3,044","+/- 1,401","1,167",+/- 868,0,+/- 203,34,+/- 51,Delaware,"1,025","+/- 1,293",0,+/- 203,"8,902","+/- 2,461",258,+/- 421,8,+/- 15,Delaware,0,+/- 203,409,+/- 343,744,+/- 705,75,+/- 118,0,+/- 203,Delaware,"1,260",+/- 989,45,+/- 77,219,+/- 220,0,+/- 203,0,+/- 203,Delaware,"4,234","+/- 1,392",0,+/- 203,0,+/- 203,"4,234","+/- 1,392"
District of Columbia ,"697,556","+/- 1,657","563,798","+/- 6,607","64,893","+/- 5,923","58,879","+/- 5,115",462,+/- 448,District of Columbia ,338,+/- 584,291,+/- 306,0,+/- 218,"3,437","+/- 1,090",870,+/- 570,District of Columbia ,"1,298",+/- 587,0,+/- 218,N/A,N/A,"1,496",+/- 680,"1,190",+/- 617,District of Columbia ,0,+/- 218,28,+/- 41,"1,361",+/- 764,427,+/- 302,59,+/- 68,District of Columbia ,41,+/- 70,131,+/- 135,452,+/- 329,448,+/- 440,"15,499","+/- 3,042",District of Columbia ,"2,383",+/- 750,758,+/- 430,278,+/- 212,265,+/- 277,976,+/- 588,District of Columbia ,4,+/- 9,49,+/- 112,0,+/- 218,49,+/- 81,"2,758","+/- 1,194",District of Columbia ,466,+/- 736,"4,314","+/- 1,272","1,481",+/- 798,0,+/- 218,755,+/- 491,District of Columbia ,185,+/- 194,172,+/- 191,"1,718",+/- 573,138,+/- 160,568,+/- 373,District of Columbia ,250,+/- 342,991,+/- 540,"2,073","+/- 1,067",0,+/- 218,54,+/- 125,District of Columbia ,"8,828","+/- 1,835",852,+/- 601,324,+/- 331,362,+/- 321,0,+/- 218,District of Columbia ,"9,986","+/- 2,121",213,+/- 268,0,+/- 218,"9,773","+/- 2,102"
Florida,"21,269,409","+/- 9,193","18,083,185","+/- 55,882","2,381,208","+/- 48,207","601,611","+/- 24,764","15,153","+/- 3,732",Florida,"4,906","+/- 2,973","7,054","+/- 1,871","3,544","+/- 2,650","28,628","+/- 3,411","13,656","+/- 2,848",Florida,"13,227","+/- 2,834","3,083","+/- 1,616","2,705","+/- 1,045",N/A,N/A,"49,681","+/- 7,543",Florida,"4,103","+/- 1,965","1,032",+/- 780,"24,425","+/- 3,747","18,175","+/- 3,105","3,669","+/- 1,864",Florida,"1,813","+/- 1,257","10,545","+/- 2,602","8,606","+/- 3,712","4,812","+/- 1,938","14,831","+/- 4,063",Florida,"17,056","+/- 2,945","21,668","+/- 3,428","6,239","+/- 1,883","4,572","+/- 1,590","11,326","+/- 2,873",Florida,591,+/- 490,"1,948","+/- 1,201","3,674","+/- 1,527","3,529","+/- 1,414","28,222","+/- 5,178",Florida,"2,349","+/- 1,108","57,488","+/- 6,921","28,207","+/- 5,185","1,230",+/- 965,"30,335","+/- 5,274",Florida,"6,488","+/- 3,637","4,309","+/- 2,281","34,965","+/- 5,197","2,685","+/- 1,472","9,909","+/- 2,400",Florida,"1,364","+/- 1,190","14,573","+/- 3,508","26,174","+/- 4,461","3,433","+/- 1,501","3,355","+/- 1,951",Florida,"26,031","+/- 4,671","6,870","+/- 2,121","2,186","+/- 1,256","6,563","+/- 1,669",624,+/- 379,Florida,"203,405","+/- 12,920","14,657","+/- 3,664","2,422","+/- 1,490","186,326","+/- 12,287"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,"10,499,808","+/- 6,442","9,034,705","+/- 37,468","1,130,068","+/- 30,378","284,541","+/- 17,311","14,169","+/- 4,265",Georgia,"1,378",+/- 875,"2,362","+/- 1,293","3,322","+/- 2,593","15,437","+/- 3,428","2,904","+/- 1,283",Georgia,"2,927","+/- 2,795","1,076",+/- 878,934,+/- 734,"46,235","+/- 6,953",N/A,N/A,Georgia,"2,069","+/- 1,928",159,+/- 170,"14,438","+/- 4,356","3,020","+/- 1,545","1,566",+/- 826,Georgia,"3,931","+/- 2,274","2,614","+/- 1,277","2,845","+/- 1,403",252,+/- 220,"1,992",+/- 859,Georgia,"2,876","+/- 1,473","4,281","+/- 1,804",968,+/- 517,"5,502","+/- 4,472","5,863","+/- 4,316",Georgia,359,+/- 367,"2,881","+/- 3,034","1,991","+/- 1,142",686,+/- 636,"8,455","+/- 3,550",Georgia,102,+/- 145,"14,641","+/- 3,907","15,580","+/- 3,240",0,+/- 234,"5,146","+/- 1,801",Georgia,"1,538","+/- 1,034","1,024",+/- 669,"7,726","+/- 2,394","1,016","+/- 1,054","18,828","+/- 4,802",Georgia,500,+/- 598,"17,210","+/- 4,522","22,452","+/- 3,822","1,182",+/- 603,265,+/- 321,Georgia,"11,686","+/- 2,946","2,879","+/- 1,414",408,+/- 330,"3,898","+/- 2,540",968,+/- 709,Georgia,"50,494","+/- 6,109","1,906","+/- 1,008",359,+/- 322,"48,229","+/- 5,897"
Hawaii,"1,396,819","+/- 2,070","1,215,974","+/- 11,310","116,566","+/- 10,726","49,708","+/- 5,198",502,+/- 666,Hawaii,907,"+/- 1,268",803,+/- 404,169,+/- 199,"10,954","+/- 2,345","2,190","+/- 1,152",Hawaii,414,+/- 618,0,+/- 195,189,+/- 227,"1,858",+/- 754,"1,836","+/- 1,071",Hawaii,N/A,N/A,"1,294","+/- 1,284",568,+/- 490,318,+/- 353,0,+/- 195,Hawaii,466,+/- 446,471,+/- 744,117,+/- 214,0,+/- 195,352,+/- 300,Hawaii,489,+/- 537,90,+/- 149,500,+/- 406,0,+/- 195,729,+/- 580,Hawaii,625,+/- 661,200,+/- 235,"2,641","+/- 1,226",48,+/- 78,668,+/- 691,Hawaii,402,+/- 433,"1,940","+/- 1,172","3,524","+/- 1,711",302,+/- 366,"1,271",+/- 687,Hawaii,131,+/- 186,"1,613","+/- 1,018",23,+/- 42,116,+/- 188,189,+/- 324,Hawaii,0,+/- 195,586,+/- 413,"1,667",+/- 792,772,+/- 575,65,+/- 110,Hawaii,"3,107","+/- 1,755","4,322","+/- 1,592",197,+/- 243,83,+/- 137,0,+/- 195,Hawaii,"14,571","+/- 2,803",204,+/- 215,442,+/- 331,"13,925","+/- 2,764"
Idaho,"1,764,327","+/- 2,658","1,478,739","+/- 13,896","200,377","+/- 10,899","78,730","+/- 8,348",19,+/- 33,Idaho,674,+/- 536,"5,018","+/- 1,928",386,+/- 467,"17,722","+/- 3,839","3,970","+/- 2,086",Idaho,247,+/- 213,58,+/- 99,0,+/- 204,895,+/- 680,397,+/- 191,Idaho,599,+/- 431,N/A,N/A,268,+/- 213,454,+/- 605,14,+/- 24,Idaho,179,+/- 211,183,+/- 300,117,+/- 153,231,+/- 180,385,+/- 346,Idaho,168,+/- 190,607,+/- 535,324,+/- 336,192,+/- 265,404,+/- 479,Idaho,"3,026",+/- 911,304,+/- 398,"2,093",+/- 721,0,+/- 204,0,+/- 204,Idaho,325,+/- 313,194,+/- 300,541,+/- 496,179,+/- 227,403,+/- 448,Idaho,"1,903","+/- 2,087","7,570","+/- 2,302",653,+/- 475,0,+/- 204,305,+/- 239,Idaho,308,+/- 521,344,+/- 404,"3,198","+/- 1,887","7,371","+/- 1,923",0,+/- 204,Idaho,"1,715",+/- 982,"13,505","+/- 4,378",0,+/- 204,620,+/- 973,662,+/- 570,Idaho,"6,481","+/- 1,992",0,+/- 204,0,+/- 204,"6,481","+/- 1,992"
Illinois,"12,536,539","+/- 5,997","11,014,059","+/- 33,734","1,274,091","+/- 32,339","190,627","+/- 9,364","1,658","+/- 1,083",Illinois,135,+/- 131,"5,054","+/- 1,993","1,202",+/- 849,"14,692","+/- 2,703","3,455","+/- 1,605",Illinois,"1,783","+/- 1,582",213,+/- 294,865,+/- 369,"14,534","+/- 2,608","3,610","+/- 1,333",Illinois,767,+/- 536,106,+/- 121,N/A,N/A,"17,156","+/- 3,466","10,294","+/- 2,056",Illinois,"2,307",+/- 971,"3,514","+/- 1,217",805,+/- 389,564,+/- 539,"2,572","+/- 1,095",Illinois,"3,693","+/- 1,689","10,396","+/- 1,946","3,930","+/- 1,108",765,+/- 680,"13,389","+/- 2,892",Illinois,37,+/- 60,"1,772","+/- 1,427","1,394",+/- 849,507,+/- 464,"3,562","+/- 1,647",Illinois,631,+/- 398,"8,032","+/- 3,351","4,792","+/- 1,828",445,+/- 496,"7,684","+/- 1,782",Illinois,"2,326",+/- 962,"1,214",+/- 741,"4,591","+/- 1,572",143,+/- 168,"1,518",+/- 935,Illinois,285,+/- 296,"2,518",+/- 693,"9,106","+/- 1,782",326,+/- 248,74,+/- 113,Illinois,"5,338","+/- 2,314","4,364","+/- 1,395",379,+/- 368,"12,021","+/- 3,288",109,+/- 134,Illinois,"57,762","+/- 6,136",714,+/- 417,263,+/- 268,"56,785","+/- 6,138"
Indiana,"6,656,971","+/- 4,247","5,735,703","+/- 24,925","743,092","+/- 21,982","151,443","+/- 10,303","1,481","+/- 1,012",Indiana,184,+/- 248,"4,067","+/- 1,606","1,056",+/- 730,"7,255","+/- 2,349","2,050",+/- 885,Indiana,"2,165","+/- 1,440",48,+/- 78,251,+/- 219,"11,926","+/- 2,793","2,117",+/- 820,Indiana,90,+/- 101,0,+/- 201,"36,328","+/- 5,680",N/A,N/A,"1,744",+/- 949,Indiana,"1,349","+/- 1,584","12,483","+/- 2,651",621,+/- 466,146,+/- 175,542,+/- 331,Indiana,469,+/- 325,"8,509","+/- 1,922","1,599",+/- 660,699,+/- 928,"2,373",+/- 704,Indiana,326,+/- 403,204,+/- 245,"2,016","+/- 1,662",0,+/- 201,"1,391",+/- 949,Indiana,429,+/- 396,"4,199","+/- 1,516","5,054","+/- 3,016",42,+/- 71,"12,038","+/- 2,835",Indiana,986,+/- 554,951,+/- 646,"5,331","+/- 1,612",37,+/- 66,"1,312",+/- 772,Indiana,409,+/- 437,"3,169","+/- 2,011","7,095","+/- 2,070",490,+/- 289,40,+/- 79,Indiana,"2,096",+/- 750,"2,186","+/- 1,071",10,+/- 20,"1,962",+/- 998,118,+/- 187,Indiana,"26,733","+/- 4,175",136,+/- 164,0,+/- 201,"26,597","+/- 4,177"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iowa,"3,121,385","+/- 2,383","2,686,528","+/- 13,620","348,082","+/- 11,253","72,651","+/- 6,363",70,+/- 119,Iowa,425,+/- 314,"2,175",+/- 924,188,+/- 163,"5,819","+/- 2,449","4,472","+/- 1,302",Iowa,142,+/- 235,0,+/- 165,7,+/- 14,"4,397","+/- 2,337",498,+/- 346,Iowa,71,+/- 93,"1,382","+/- 1,040","10,843","+/- 2,085",836,+/- 691,N/A,N/A,Iowa,"1,295",+/- 647,376,+/- 370,502,+/- 380,0,+/- 165,"1,444",+/- 939,Iowa,271,+/- 342,350,+/- 216,"5,358","+/- 1,295",424,+/- 312,"3,461","+/- 1,063",Iowa,402,+/- 277,"7,454","+/- 2,316",492,+/- 383,0,+/- 165,85,+/- 132,Iowa,366,+/- 316,489,+/- 324,"1,307","+/- 1,263",76,+/- 101,"1,358",+/- 722,Iowa,261,+/- 209,981,+/- 655,318,+/- 262,34,+/- 62,64,+/- 68,Iowa,"2,276",+/- 840,546,+/- 484,"3,936","+/- 1,299",3,+/- 5,0,+/- 165,Iowa,"1,051",+/- 822,781,+/- 706,409,+/- 666,"4,722","+/- 1,119",434,+/- 398,Iowa,"14,124","+/- 3,807",0,+/- 165,0,+/- 165,"14,124","+/- 3,807"
Kansas,"2,879,518","+/- 2,733","2,426,897","+/- 15,581","345,003","+/- 14,805","94,648","+/- 7,695","1,021",+/- 853,Kansas,7,+/- 14,"2,367","+/- 1,568","1,830","+/- 1,004","4,957","+/- 1,654","7,224","+/- 2,449",Kansas,208,+/- 368,379,+/- 605,266,+/- 316,"3,828","+/- 1,627","3,105","+/- 1,426",Kansas,167,+/- 212,76,+/- 92,"2,449","+/- 1,026","1,609","+/- 1,088","1,010",+/- 497,Kansas,N/A,N/A,"1,297",+/- 862,313,+/- 293,0,+/- 181,219,+/- 207,Kansas,6,+/- 13,537,+/- 383,"2,373","+/- 1,229",521,+/- 423,"27,065","+/- 4,842",Kansas,"1,227",+/- 776,"2,836","+/- 1,129",147,+/- 144,92,+/- 150,509,+/- 418,Kansas,403,+/- 520,"1,497",+/- 795,"1,757",+/- 968,515,+/- 674,309,+/- 269,Kansas,"4,258","+/- 1,393",553,+/- 489,"2,189","+/- 1,202",0,+/- 181,308,+/- 257,Kansas,39,+/- 44,"1,316",+/- 771,"8,374","+/- 3,151",378,+/- 404,0,+/- 181,Kansas,"1,556",+/- 983,"2,325","+/- 1,164",174,+/- 214,610,+/- 463,442,+/- 498,Kansas,"12,970","+/- 2,130",696,+/- 693,81,+/- 131,"12,193","+/- 2,149"
Kentucky,"4,421,512","+/- 3,469","3,792,437","+/- 21,452","517,128","+/- 18,788","100,057","+/- 10,239","4,390","+/- 1,837",Kentucky,855,+/- 841,990,+/- 517,521,+/- 433,"3,410","+/- 1,027","1,177",+/- 586,Kentucky,310,+/- 288,0,+/- 201,133,+/- 156,"7,139","+/- 1,962","3,740","+/- 1,142",Kentucky,804,+/- 746,0,+/- 201,"4,843","+/- 1,518","11,424","+/- 3,142","1,573","+/- 1,290",Kentucky,565,+/- 425,N/A,N/A,668,+/- 413,"1,893","+/- 2,425","1,076",+/- 760,Kentucky,301,+/- 226,"3,825","+/- 2,464",310,+/- 413,246,+/- 300,"1,498","+/- 1,134",Kentucky,8,+/- 15,341,+/- 379,645,+/- 342,0,+/- 201,509,+/- 423,Kentucky,544,+/- 628,"2,693","+/- 1,484","2,922",+/- 997,162,+/- 158,"13,309","+/- 3,265",Kentucky,378,+/- 242,255,+/- 312,"3,235","+/- 1,638",0,+/- 201,"1,040",+/- 453,Kentucky,63,+/- 109,"8,070","+/- 1,830","2,878","+/- 1,083","1,746","+/- 1,802",95,+/- 160,Kentucky,"4,170","+/- 1,852","2,232","+/- 1,617",983,+/- 687,"2,088","+/- 1,830",0,+/- 201,Kentucky,"11,890","+/- 2,192",92,+/- 124,0,+/- 201,"11,798","+/- 2,195"
Louisiana,"4,595,111","+/- 4,260","4,018,892","+/- 25,759","491,341","+/- 24,641","67,640","+/- 7,320","2,567","+/- 1,466",Louisiana,"1,194","+/- 1,017","1,357",+/- 855,"2,497","+/- 2,005","4,228","+/- 1,500","1,881","+/- 1,295",Louisiana,109,+/- 127,0,+/- 224,31,+/- 51,"5,296","+/- 1,540","2,809",+/- 764,Louisiana,175,+/- 154,142,+/- 206,712,+/- 426,258,+/- 211,330,+/- 465,Louisiana,133,+/- 127,171,+/- 214,N/A,N/A,0,+/- 224,812,+/- 599,Louisiana,277,+/- 219,554,+/- 552,112,+/- 129,"5,395","+/- 1,538",920,+/- 537,Louisiana,248,+/- 307,317,+/- 354,829,+/- 825,341,+/- 558,229,+/- 163,Louisiana,374,+/- 372,"1,359",+/- 798,"1,412",+/- 832,109,+/- 193,"1,190",+/- 725,Louisiana,"1,973","+/- 1,291",162,+/- 220,710,+/- 486,102,+/- 150,"1,549","+/- 1,032",Louisiana,3,+/- 6,"1,948",+/- 988,"19,675","+/- 4,447",129,+/- 225,112,+/- 180,Louisiana,"1,526","+/- 1,160",805,+/- 629,49,+/- 77,529,+/- 430,0,+/- 224,Louisiana,"17,238","+/- 3,354","1,165","+/- 1,146",673,+/- 562,"15,400","+/- 3,053"
Maine,"1,331,656","+/- 1,983","1,162,558","+/- 8,967","128,105","+/- 8,448","36,129","+/- 3,260",73,+/- 125,Maine,318,+/- 424,317,+/- 236,183,+/- 302,"1,644",+/- 841,982,+/- 704,Maine,"3,092","+/- 1,043",675,+/- 725,210,+/- 220,"2,797",+/- 975,244,+/- 261,Maine,372,+/- 307,21,+/- 35,436,+/- 441,151,+/- 256,183,+/- 196,Maine,0,+/- 172,236,+/- 219,136,+/- 133,N/A,N/A,787,+/- 599,Maine,"7,005","+/- 1,585",494,+/- 425,0,+/- 172,0,+/- 172,67,+/- 67,Maine,548,+/- 485,0,+/- 172,32,+/- 54,"5,838","+/- 1,504",422,+/- 280,Maine,124,+/- 151,"1,273",+/- 615,"2,042","+/- 1,152",0,+/- 172,446,+/- 274,Maine,29,+/- 54,306,+/- 443,"1,249",+/- 472,351,+/- 226,306,+/- 234,Maine,19,+/- 30,377,+/- 243,459,+/- 313,161,+/- 174,424,+/- 285,Maine,307,+/- 207,541,+/- 463,11,+/- 19,353,+/- 400,88,+/- 149,Maine,"4,864","+/- 1,475",73,+/- 120,212,+/- 273,"4,579","+/- 1,429"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,"5,979,602","+/- 4,528","5,224,363","+/- 24,311","569,388","+/- 21,673","141,766","+/- 8,795","1,597",+/- 917,Maryland,0,+/- 210,"1,770",+/- 962,274,+/- 290,"10,092","+/- 2,766","1,960",+/- 961,Maryland,"1,885",+/- 857,"5,429","+/- 1,749","17,718","+/- 3,022","7,766","+/- 1,705","3,720","+/- 1,037",Maryland,"1,059",+/- 642,0,+/- 210,"1,929",+/- 794,512,+/- 313,130,+/- 136,Maryland,91,+/- 136,161,+/- 207,"1,000",+/- 874,213,+/- 197,N/A,N/A,Maryland,"2,248",+/- 978,"1,017",+/- 535,542,+/- 617,396,+/- 532,263,+/- 201,Maryland,0,+/- 210,80,+/- 130,472,+/- 524,725,+/- 610,"8,021","+/- 2,374",Maryland,875,+/- 755,"6,018","+/- 1,331","5,453","+/- 1,364",173,+/- 164,"2,849","+/- 1,263",Maryland,591,+/- 573,399,+/- 257,"14,376","+/- 3,462",177,+/- 258,"1,147",+/- 460,Maryland,0,+/- 210,640,+/- 503,"4,954","+/- 1,890","1,186",+/- 944,368,+/- 389,Maryland,"23,429","+/- 3,291","1,338",+/- 802,"4,933","+/- 2,000","1,790","+/- 1,052",0,+/- 210,Maryland,"44,085","+/- 5,105",602,+/- 324,837,+/- 882,"42,646","+/- 5,070"
Massachusetts,"6,828,110","+/- 4,238","5,975,607","+/- 27,342","644,535","+/- 24,113","144,079","+/- 7,664","1,099",+/- 539,Massachusetts,553,+/- 523,"1,228",+/- 749,0,+/- 216,"11,430","+/- 1,590","2,094",+/- 949,Massachusetts,"11,690","+/- 2,030",13,+/- 24,956,+/- 459,"10,360","+/- 2,462","4,290","+/- 1,587",Massachusetts,449,+/- 657,162,+/- 160,"4,050","+/- 1,141","1,366","+/- 1,407",390,+/- 315,Massachusetts,274,+/- 319,621,+/- 492,"1,831",+/- 819,"6,122","+/- 1,426","3,521",+/- 892,Massachusetts,N/A,N/A,"1,260",+/- 516,"1,344",+/- 539,297,+/- 264,662,+/- 487,Massachusetts,392,+/- 523,96,+/- 159,869,+/- 803,"11,731","+/- 3,255","5,638","+/- 1,306",Massachusetts,41,+/- 74,"17,143","+/- 2,214","3,812","+/- 1,397",140,+/- 154,"2,190",+/- 936,Massachusetts,69,+/- 114,"1,288",+/- 661,"6,043","+/- 1,588","7,784","+/- 2,472","2,647","+/- 1,771",Massachusetts,41,+/- 69,"1,933","+/- 1,076","6,088","+/- 2,465","1,286",+/- 658,"2,167","+/- 1,010",Massachusetts,"3,768","+/- 1,384","2,353","+/- 1,079",63,+/- 107,281,+/- 237,154,+/- 188,Massachusetts,"63,889","+/- 7,028","3,043","+/- 1,827",226,+/- 282,"60,620","+/- 6,975"
